,source,true,tokenized_source,tokenized_true,source_likelihood,true_likelihood
516,отличное чувство юмора продемонстрировано в комменте к книге полковника квачкова,отличное чувство юмора продемонстрировано в комменте к книге полковника квачкова,"['отличное', 'чувство', 'юмора', 'продемонстрировано', 'в', 'комменте', 'к', 'книге', 'полковника', 'квачкова']","['отличное', 'чувство', 'юмора', 'продемонстрировано', 'в', 'комменте', 'к', 'книге', 'полковника', 'квачкова']",-97.37614508690783,-97.37614508690783
517,кованые серебрянные ворота богатые оклады все это порастащили в советское время иконы рубили и сжигали на набережной она тут в двух шагах,кованые серебряные ворота богатые оклады все это порастащили в советское время иконы рубили и сжигали на набережной она тут в двух шагах,"['кованые', 'серебрянные', 'ворота', 'богатые', 'оклады', 'все', 'это', 'порастащили', 'в', 'советское', 'время', 'иконы', 'рубили', 'и', 'сжигали', 'на', 'набережной', 'она', 'тут', 'в', 'двух', 'шагах']","['кованые', 'серебряные', 'ворота', 'богатые', 'оклады', 'все', 'это', 'порастащили', 'в', 'советское', 'время', 'иконы', 'рубили', 'и', 'сжигали', 'на', 'набережной', 'она', 'тут', 'в', 'двух', 'шагах']",-176.09273212617336,-173.581158882807
518,в конце както обидно было что вес так быстро закончалось,в конце как-то обидно было что все так быстро закончилось,"['в', 'конце', 'както', 'обидно', 'было', 'что', 'вес', 'так', 'быстро', 'закончалось']","['в', 'конце', 'как-то', 'обидно', 'было', 'что', 'все', 'так', 'быстро', 'закончилось']",-76.59806778153664,-48.15061839922524
519,как законы физики неживой природы самым кардинальным образом отличаются от законов биологии живой природы так и понятие биологического животного иммунитета нелепо копировать в области социальных человеческих отношений,как законы физики неживой природы самым кардинальным образом отличаются от законов биологии живой природы так и понятие биологического животного иммунитета нелепо копировать в области социальных человеческих отношений,"['как', 'законы', 'физики', 'неживой', 'природы', 'самым', 'кардинальным', 'образом', 'отличаются', 'от', 'законов', 'биологии', 'живой', 'природы', 'так', 'и', 'понятие', 'биологического', 'животного', 'иммунитета', 'нелепо', 'копировать', 'в', 'области', 'социальных', 'человеческих', 'отношений']","['как', 'законы', 'физики', 'неживой', 'природы', 'самым', 'кардинальным', 'образом', 'отличаются', 'от', 'законов', 'биологии', 'живой', 'природы', 'так', 'и', 'понятие', 'биологического', 'животного', 'иммунитета', 'нелепо', 'копировать', 'в', 'области', 'социальных', 'человеческих', 'отношений']",-222.85620194052046,-222.85620194052046
521,в верхней пышме под открытым небом есть музей военной техники,в верхней пышме под открытым небом есть музей военной техники,"['в', 'верхней', 'пышме', 'под', 'открытым', 'небом', 'есть', 'музей', 'военной', 'техники']","['в', 'верхней', 'пышме', 'под', 'открытым', 'небом', 'есть', 'музей', 'военной', 'техники']",-55.66193640132019,-55.66193640132019
522,в качестве приложения капитан рауль старший и младший помошник боцман и юнга карлос и кок алиас готовил между прочим отлично,в качестве приложения капитан рауль старший и младший помощник боцман и юнга карлос и кок алиас готовил между прочим отлично,"['в', 'качестве', 'приложения', 'капитан', 'рауль', 'старший', 'и', 'младший', 'помошник', 'боцман', 'и', 'юнга', 'карлос', 'и', 'кок', 'алиас', 'готовил', 'между', 'прочим', 'отлично']","['в', 'качестве', 'приложения', 'капитан', 'рауль', 'старший', 'и', 'младший', 'помощник', 'боцман', 'и', 'юнга', 'карлос', 'и', 'кок', 'алиас', 'готовил', 'между', 'прочим', 'отлично']",-212.26173942683755,-209.39821786016734
523,реально вижу как растет очередь на жилье изза прошедшых сокращений у остальных же просто происходит интоксикация организма после бурного застолья,реально вижу как растет очередь на жилье из-за прошедших сокращений у остальных же просто происходит интоксикация организма после бурного застолья,"['реально', 'вижу', 'как', 'растет', 'очередь', 'на', 'жилье', 'изза', 'прошедшых', 'сокращений', 'у', 'остальных', 'же', 'просто', 'происходит', 'интоксикация', 'организма', 'после', 'бурного', 'застолья']","['реально', 'вижу', 'как', 'растет', 'очередь', 'на', 'жилье', 'из-за', 'прошедших', 'сокращений', 'у', 'остальных', 'же', 'просто', 'происходит', 'интоксикация', 'организма', 'после', 'бурного', 'застолья']",-155.03955565545726,-146.53537883078266
524,очень хотелось проделать стандартную для меня процедуру выпеть кофе с сыром,очень хотелось проделать стандартную для меня процедуру выпить кофе с сыром,"['очень', 'хотелось', 'проделать', 'стандартную', 'для', 'меня', 'процедуру', 'выпеть', 'кофе', 'с', 'сыром']","['очень', 'хотелось', 'проделать', 'стандартную', 'для', 'меня', 'процедуру', 'выпить', 'кофе', 'с', 'сыром']",-96.3954203340593,-87.73882529405115
527,я пью кофе не ради проснуться а ради процесса сделать себе вкусный напиток в красивую чашку положить серебрянной ложкой сахар добавить горячего молока чтоб кофе оставался еще дольше горячим и дымчатым и наслаждаться кайфовать медитировать в течении хотя бы нескольких минут в день,я пью кофе не ради проснуться а ради процесса сделать себе вкусный напиток в красивую чашку положить серебряной ложкой сахар добавить горячего молока чтоб кофе оставался еще дольше горячим и дымчатым и наслаждаться кайфовать медитировать в течение хотя бы нескольких минут в день,"['я', 'пью', 'кофе', 'не', 'ради', 'проснуться', 'а', 'ради', 'процесса', 'сделать', 'себе', 'вкусный', 'напиток', 'в', 'красивую', 'чашку', 'положить', 'серебрянной', 'ложкой', 'сахар', 'добавить', 'горячего', 'молока', 'чтоб', 'кофе', 'оставался', 'еще', 'дольше', 'горячим', 'и', 'дымчатым', 'и', 'наслаждаться', 'кайфовать', 'медитировать', 'в', 'течении', 'хотя', 'бы', 'нескольких', 'минут', 'в', 'день']","['я', 'пью', 'кофе', 'не', 'ради', 'проснуться', 'а', 'ради', 'процесса', 'сделать', 'себе', 'вкусный', 'напиток', 'в', 'красивую', 'чашку', 'положить', 'серебряной', 'ложкой', 'сахар', 'добавить', 'горячего', 'молока', 'чтоб', 'кофе', 'оставался', 'еще', 'дольше', 'горячим', 'и', 'дымчатым', 'и', 'наслаждаться', 'кайфовать', 'медитировать', 'в', 'течение', 'хотя', 'бы', 'нескольких', 'минут', 'в', 'день']",-290.10128894945456,-288.243568120502
528,прощаите друзья мои и враги тоже прощайте мне больше нечего сдесь делать,прощайте друзья мои и враги тоже прощайте мне больше нечего здесь делать,"['прощаите', 'друзья', 'мои', 'и', 'враги', 'тоже', 'прощайте', 'мне', 'больше', 'нечего', 'сдесь', 'делать']","['прощайте', 'друзья', 'мои', 'и', 'враги', 'тоже', 'прощайте', 'мне', 'больше', 'нечего', 'здесь', 'делать']",-92.03625015042627,-81.43022186766481
529,29 августа православный праздник в честь нерукотворного образа господня,29 августа православный праздник в честь нерукотворного образа господня,"['29', 'августа', 'православный', 'праздник', 'в', 'честь', 'нерукотворного', 'образа', 'господня']","['29', 'августа', 'православный', 'праздник', 'в', 'честь', 'нерукотворного', 'образа', 'господня']",-74.13824849913694,-74.13824849913694
531,наверное я только сейчас в полной мере осознала всю значимость этих слов как же все-таки тяжело не видеть тех людей которые тебе дороги к которым ты прикипел уже всей душой не общаться с ними,наверное я только сейчас в полной мере осознала всю значимость этих слов как же все-таки тяжело не видеть тех людей которые тебе дороги к которым ты прикипел уже всей душой не общаться с ними,"['наверное', 'я', 'только', 'сейчас', 'в', 'полной', 'мере', 'осознала', 'всю', 'значимость', 'этих', 'слов', 'как', 'же', 'все-таки', 'тяжело', 'не', 'видеть', 'тех', 'людей', 'которые', 'тебе', 'дороги', 'к', 'которым', 'ты', 'прикипел', 'уже', 'всей', 'душой', 'не', 'общаться', 'с', 'ними']","['наверное', 'я', 'только', 'сейчас', 'в', 'полной', 'мере', 'осознала', 'всю', 'значимость', 'этих', 'слов', 'как', 'же', 'все-таки', 'тяжело', 'не', 'видеть', 'тех', 'людей', 'которые', 'тебе', 'дороги', 'к', 'которым', 'ты', 'прикипел', 'уже', 'всей', 'душой', 'не', 'общаться', 'с', 'ними']",-131.21176855317708,-131.21176855317708
532,есть два способа ободриться с утра принять душ и выпеть чашечку ароматного кофе,есть два способа ободриться с утра принять душ и выпить чашечку ароматного кофе,"['есть', 'два', 'способа', 'ободриться', 'с', 'утра', 'принять', 'душ', 'и', 'выпеть', 'чашечку', 'ароматного', 'кофе']","['есть', 'два', 'способа', 'ободриться', 'с', 'утра', 'принять', 'душ', 'и', 'выпить', 'чашечку', 'ароматного', 'кофе']",-75.0552646817548,-56.48545592348265
535,да там их мало конешно и я бил силно пян и вспишка села и обектив не тот,да там их мало конечно и я был сильно пьян и вспышка села и объектив не тот,"['да', 'там', 'их', 'мало', 'конешно', 'и', 'я', 'бил', 'силно', 'пян', 'и', 'вспишка', 'села', 'и', 'обектив', 'не', 'тот']","['да', 'там', 'их', 'мало', 'конечно', 'и', 'я', 'был', 'сильно', 'пьян', 'и', 'вспышка', 'села', 'и', 'объектив', 'не', 'тот']",-168.94390337693585,-137.7027962900307
536,к процесу фокуса вручную долго привыкаешь,к процессу фокуса вручную долго привыкаешь,"['к', 'процесу', 'фокуса', 'вручную', 'долго', 'привыкаешь']","['к', 'процессу', 'фокуса', 'вручную', 'долго', 'привыкаешь']",-92.29421355120725,-79.44407107663197
538,один раз в такой компании это не пьянство это поддержание гармонии,один раз в такой компании это не пьянство это поддержание гармонии,"['один', 'раз', 'в', 'такой', 'компании', 'это', 'не', 'пьянство', 'это', 'поддержание', 'гармонии']","['один', 'раз', 'в', 'такой', 'компании', 'это', 'не', 'пьянство', 'это', 'поддержание', 'гармонии']",-94.41171188248119,-94.41171188248119
539,на этой фотографии к примеру написанно мы все студенты,на этой фотографии к примеру написано мы все студенты,"['на', 'этой', 'фотографии', 'к', 'примеру', 'написанно', 'мы', 'все', 'студенты']","['на', 'этой', 'фотографии', 'к', 'примеру', 'написано', 'мы', 'все', 'студенты']",-68.57920329656916,-64.25388959739084
541,но кейн в роли альфреда и олдман в роли гордона просто восхитительны,но кейн в роли альфреда и олдман в роли гордона просто восхитительны,"['но', 'кейн', 'в', 'роли', 'альфреда', 'и', 'олдман', 'в', 'роли', 'гордона', 'просто', 'восхитительны']","['но', 'кейн', 'в', 'роли', 'альфреда', 'и', 'олдман', 'в', 'роли', 'гордона', 'просто', 'восхитительны']",-110.75583444601675,-110.75583444601675
542,да да мать подошла к шкафу покопалась в пастельном белье и извлекла 20000 рублей на вот цветов только купи,да да мать подошла к шкафу покопалась в постельном белье и извлекла 20000 рублей на вот цветов только купи,"['да', 'да', 'мать', 'подошла', 'к', 'шкафу', 'покопалась', 'в', 'пастельном', 'белье', 'и', 'извлекла', '20000', 'рублей', 'на', 'вот', 'цветов', 'только', 'купи']","['да', 'да', 'мать', 'подошла', 'к', 'шкафу', 'покопалась', 'в', 'постельном', 'белье', 'и', 'извлекла', '20000', 'рублей', 'на', 'вот', 'цветов', 'только', 'купи']",-167.9926691015036,-159.6870448027168
543,заметив этикетку он быстро исчез словно приведение,заметив этикетку он быстро исчез словно привидение,"['заметив', 'этикетку', 'он', 'быстро', 'исчез', 'словно', 'приведение']","['заметив', 'этикетку', 'он', 'быстро', 'исчез', 'словно', 'привидение']",-90.45313385551033,-89.74101277507756
544,паутинки с раннего утра,паутинки с раннего утра,"['паутинки', 'с', 'раннего', 'утра']","['паутинки', 'с', 'раннего', 'утра']",-46.17275140339085,-46.17275140339085
545,так за прошедшие две с небольшим недели дождей в столице набралось едва на 12 мм,так за прошедшие две с небольшим недели дождей в столице набралось едва на 12 мм,"['так', 'за', 'прошедшие', 'две', 'с', 'небольшим', 'недели', 'дождей', 'в', 'столице', 'набралось', 'едва', 'на', '12', 'мм']","['так', 'за', 'прошедшие', 'две', 'с', 'небольшим', 'недели', 'дождей', 'в', 'столице', 'набралось', 'едва', 'на', '12', 'мм']",-121.50196069741423,-121.50196069741423
547,всяческий переговорный процесс касательно технических моментов во время секса меня удручает и переводит занятие в разряд формального общения,всяческий переговорный процесс касательно технических моментов во время секса меня удручает и переводит занятие в разряд формального общения,"['всяческий', 'переговорный', 'процесс', 'касательно', 'технических', 'моментов', 'во', 'время', 'секса', 'меня', 'удручает', 'и', 'переводит', 'занятие', 'в', 'разряд', 'формального', 'общения']","['всяческий', 'переговорный', 'процесс', 'касательно', 'технических', 'моментов', 'во', 'время', 'секса', 'меня', 'удручает', 'и', 'переводит', 'занятие', 'в', 'разряд', 'формального', 'общения']",-151.09417502324374,-151.09417502324374
548,улиц в садах много на каждом углу стоит табличка,улиц в садах много на каждом углу стоит табличка,"['улиц', 'в', 'садах', 'много', 'на', 'каждом', 'углу', 'стоит', 'табличка']","['улиц', 'в', 'садах', 'много', 'на', 'каждом', 'углу', 'стоит', 'табличка']",-75.76690599314946,-75.76690599314946
549,пятьдесят килограммов это было бы идеально но пока перехожу с 45 на 48 и обратно,пятьдесят килограммов это было бы идеально но пока перехожу с 45 на 48 и обратно,"['пятьдесят', 'килограммов', 'это', 'было', 'бы', 'идеально', 'но', 'пока', 'перехожу', 'с', '45', 'на', '48', 'и', 'обратно']","['пятьдесят', 'килограммов', 'это', 'было', 'бы', 'идеально', 'но', 'пока', 'перехожу', 'с', '45', 'на', '48', 'и', 'обратно']",-102.47334764333063,-102.47334764333063
550,а я в полне замечательно впринципе как и обычно жизнь у меня проходит бурно,а я вполне замечательно в принципе как и обычно жизнь у меня проходит бурно,"['а', 'я', 'в', 'полне', 'замечательно', 'впринципе', 'как', 'и', 'обычно', 'жизнь', 'у', 'меня', 'проходит', 'бурно']","['а', 'я', 'вполне', 'замечательно', 'в', 'принципе', 'как', 'и', 'обычно', 'жизнь', 'у', 'меня', 'проходит', 'бурно']",-88.75112120919596,-99.9841265811094
551,мой опыт показывает что у многих людей нет пространственного мышления и 3д помагает правда тут есть другая проблема проблема великана или проблема макета многие новые строения лутше смотряться выше реального человеческого восприятия,мой опыт показывает что у многих людей нет пространственного мышления и 3д помогает правда тут есть другая проблема проблема великана или проблема макета многие новые строения лучше смотрятся выше реального человеческого восприятия,"['мой', 'опыт', 'показывает', 'что', 'у', 'многих', 'людей', 'нет', 'пространственного', 'мышления', 'и', '3д', 'помагает', 'правда', 'тут', 'есть', 'другая', 'проблема', 'проблема', 'великана', 'или', 'проблема', 'макета', 'многие', 'новые', 'строения', 'лутше', 'смотряться', 'выше', 'реального', 'человеческого', 'восприятия']","['мой', 'опыт', 'показывает', 'что', 'у', 'многих', 'людей', 'нет', 'пространственного', 'мышления', 'и', '3д', 'помогает', 'правда', 'тут', 'есть', 'другая', 'проблема', 'проблема', 'великана', 'или', 'проблема', 'макета', 'многие', 'новые', 'строения', 'лучше', 'смотрятся', 'выше', 'реального', 'человеческого', 'восприятия']",-283.39950700493483,-255.70854168308918
553,в последнее время я все чаще ловлю себя на мысли что мне очень хорошо и я постоянно улыбаюсь,в последнее время я все чаще ловлю себя на мысли что мне очень хорошо и я постоянно улыбаюсь,"['в', 'последнее', 'время', 'я', 'все', 'чаще', 'ловлю', 'себя', 'на', 'мысли', 'что', 'мне', 'очень', 'хорошо', 'и', 'я', 'постоянно', 'улыбаюсь']","['в', 'последнее', 'время', 'я', 'все', 'чаще', 'ловлю', 'себя', 'на', 'мысли', 'что', 'мне', 'очень', 'хорошо', 'и', 'я', 'постоянно', 'улыбаюсь']",-39.61189671102784,-39.61189671102784
555,в интересах следствия фамилия потерпевшего не разглашается,в интересах следствия фамилия потерпевшего не разглашается,"['в', 'интересах', 'следствия', 'фамилия', 'потерпевшего', 'не', 'разглашается']","['в', 'интересах', 'следствия', 'фамилия', 'потерпевшего', 'не', 'разглашается']",-76.26901919369287,-76.26901919369287
556,всякие мелочи это вообще оочень нужая вещь,всякие мелочи это вообще очень нужная вещь,"['всякие', 'мелочи', 'это', 'вообще', 'оочень', 'нужая', 'вещь']","['всякие', 'мелочи', 'это', 'вообще', 'очень', 'нужная', 'вещь']",-81.33216078805319,-55.19169176210232
557,у мя новая примета видишь юлю в автобусе день буит замечательный,у меня новая примета видишь юлю в автобусе день будет замечательный,"['у', 'мя', 'новая', 'примета', 'видишь', 'юлю', 'в', 'автобусе', 'день', 'буит', 'замечательный']","['у', 'меня', 'новая', 'примета', 'видишь', 'юлю', 'в', 'автобусе', 'день', 'будет', 'замечательный']",-129.92689066005602,-101.08841526668499
559,ну вапрос канешна интиресный,ну вопрос конечно интересный,"['ну', 'вапрос', 'канешна', 'интиресный']","['ну', 'вопрос', 'конечно', 'интересный']",-71.86816469880641,-42.38694808364485
561,зато теперь понятно как низзя поступать с живыми людьми,зато теперь понятно как нельзя поступать с живыми людьми,"['зато', 'теперь', 'понятно', 'как', 'низзя', 'поступать', 'с', 'живыми', 'людьми']","['зато', 'теперь', 'понятно', 'как', 'нельзя', 'поступать', 'с', 'живыми', 'людьми']",-70.86375822593692,-59.33602108051218
562,и люди вильгельма телля также виднелись в толпе как-то уж слишком быстро вернулись они из мертвятника,и люди вильгельма телля также виднелись в толпе как-то уж слишком быстро вернулись они из мертвятника,"['и', 'люди', 'вильгельма', 'телля', 'также', 'виднелись', 'в', 'толпе', 'как-то', 'уж', 'слишком', 'быстро', 'вернулись', 'они', 'из', 'мертвятника']","['и', 'люди', 'вильгельма', 'телля', 'также', 'виднелись', 'в', 'толпе', 'как-то', 'уж', 'слишком', 'быстро', 'вернулись', 'они', 'из', 'мертвятника']",-153.53377097960924,-153.53377097960924
563,как раскрутить интернет магазин в одноклассниках одноклассники ru красновишерск,как раскрутить интернет магазин в одноклассниках одноклассники ru красновишерск,"['как', 'раскрутить', 'интернет', 'магазин', 'в', 'одноклассниках', 'одноклассники', 'ru', 'красновишерск']","['как', 'раскрутить', 'интернет', 'магазин', 'в', 'одноклассниках', 'одноклассники', 'ru', 'красновишерск']",-73.92304250709302,-73.92304250709302
565,оба сорта порадовали хорошо выраженной хмелевой горечью чем мне всегда нравилась продукция лиспи еще со времен души пивовара,оба сорта порадовали хорошо выраженной хмелевой горечью чем мне всегда нравилась продукция лиспи еще со времен души пивовара,"['оба', 'сорта', 'порадовали', 'хорошо', 'выраженной', 'хмелевой', 'горечью', 'чем', 'мне', 'всегда', 'нравилась', 'продукция', 'лиспи', 'еще', 'со', 'времен', 'души', 'пивовара']","['оба', 'сорта', 'порадовали', 'хорошо', 'выраженной', 'хмелевой', 'горечью', 'чем', 'мне', 'всегда', 'нравилась', 'продукция', 'лиспи', 'еще', 'со', 'времен', 'души', 'пивовара']",-201.01206926840118,-201.01206926840118
566,на почве возникшего конфликта она причинила ему несколько ударов руками и ногами однако мужчина продолжал свои действия сказано в пресс-релизе,на почве возникшего конфликта она причинила ему несколько ударов руками и ногами однако мужчина продолжал свои действия сказано в пресс-релизе,"['на', 'почве', 'возникшего', 'конфликта', 'она', 'причинила', 'ему', 'несколько', 'ударов', 'руками', 'и', 'ногами', 'однако', 'мужчина', 'продолжал', 'свои', 'действия', 'сказано', 'в', 'пресс-релизе']","['на', 'почве', 'возникшего', 'конфликта', 'она', 'причинила', 'ему', 'несколько', 'ударов', 'руками', 'и', 'ногами', 'однако', 'мужчина', 'продолжал', 'свои', 'действия', 'сказано', 'в', 'пресс-релизе']",-134.14598735631446,-134.14598735631446
567,моховик пропаганды работающий на славу режима создаст нужную картинку,маховик пропаганды работающий на славу режима создаст нужную картинку,"['моховик', 'пропаганды', 'работающий', 'на', 'славу', 'режима', 'создаст', 'нужную', 'картинку']","['маховик', 'пропаганды', 'работающий', 'на', 'славу', 'режима', 'создаст', 'нужную', 'картинку']",-127.58876796440948,-119.54071918539942
568,но разговор пойдет о другом просто эпизод из этого фильма вызвал ассоциации,но разговор пойдет о другом просто эпизод из этого фильма вызвал ассоциации,"['но', 'разговор', 'пойдет', 'о', 'другом', 'просто', 'эпизод', 'из', 'этого', 'фильма', 'вызвал', 'ассоциации']","['но', 'разговор', 'пойдет', 'о', 'другом', 'просто', 'эпизод', 'из', 'этого', 'фильма', 'вызвал', 'ассоциации']",-94.0562667582975,-94.0562667582975
571,мне сново показались заветные 2 полоски,мне снова показались заветные 2 полоски,"['мне', 'сново', 'показались', 'заветные', '2', 'полоски']","['мне', 'снова', 'показались', 'заветные', '2', 'полоски']",-69.45588984586183,-61.742139953719416
572,даже лекции в академии какие-то фейковые по качеству несоместимые друг с другом,даже лекции в академии какие-то фейковые по качеству несовместимые друг с другом,"['даже', 'лекции', 'в', 'академии', 'какие-то', 'фейковые', 'по', 'качеству', 'несоместимые', 'друг', 'с', 'другом']","['даже', 'лекции', 'в', 'академии', 'какие-то', 'фейковые', 'по', 'качеству', 'несовместимые', 'друг', 'с', 'другом']",-101.63028373098652,-97.57381688226378
573,"ценные бумаги этих компаний подрожали на 18,1 15,88 11,19 и 10,88 процента соответственно","ценные бумаги этих компаний подорожали на 18,1 15,88 11,19 и 10,88 процента соответственно","['ценные', 'бумаги', 'этих', 'компаний', 'подрожали', 'на', '18,1', '15,88', '11,19', 'и', '10,88', 'процента', 'соответственно']","['ценные', 'бумаги', 'этих', 'компаний', 'подорожали', 'на', '18,1', '15,88', '11,19', 'и', '10,88', 'процента', 'соответственно']",-160.21223157207177,-149.36570638964596
575,сегодня приходит меил уважаемая а не могли бы вы с нами связаться а то телефон написаный в резюме не отвечает а мы вас уже недлею очень хотим пособеседовать,сегодня приходит мейл уважаемая а не могли бы вы с нами связаться а то телефон написанный в резюме не отвечает а мы вас уже неделю очень хотим пособеседовать,"['сегодня', 'приходит', 'меил', 'уважаемая', 'а', 'не', 'могли', 'бы', 'вы', 'с', 'нами', 'связаться', 'а', 'то', 'телефон', 'написаный', 'в', 'резюме', 'не', 'отвечает', 'а', 'мы', 'вас', 'уже', 'недлею', 'очень', 'хотим', 'пособеседовать']","['сегодня', 'приходит', 'мейл', 'уважаемая', 'а', 'не', 'могли', 'бы', 'вы', 'с', 'нами', 'связаться', 'а', 'то', 'телефон', 'написанный', 'в', 'резюме', 'не', 'отвечает', 'а', 'мы', 'вас', 'уже', 'неделю', 'очень', 'хотим', 'пособеседовать']",-193.12011195275457,-174.04914829010673
576,ну это стандартная практика для скинов это не так удивило как все остальное в фильме,ну это стандартная практика для скинов это не так удивило как все остальное в фильме,"['ну', 'это', 'стандартная', 'практика', 'для', 'скинов', 'это', 'не', 'так', 'удивило', 'как', 'все', 'остальное', 'в', 'фильме']","['ну', 'это', 'стандартная', 'практика', 'для', 'скинов', 'это', 'не', 'так', 'удивило', 'как', 'все', 'остальное', 'в', 'фильме']",-104.60078750362668,-104.60078750362668
577,все что я счас напишу можно поделить надвое потому что слушала на дурную сонную голову а когда я встаю к первой паре у меня любая музыка превращается в индастриал,все что я сейчас напишу можно поделить надвое потому что слушала на дурную сонную голову а когда я встаю к первой паре у меня любая музыка превращается в индастриал,"['все', 'что', 'я', 'счас', 'напишу', 'можно', 'поделить', 'надвое', 'потому', 'что', 'слушала', 'на', 'дурную', 'сонную', 'голову', 'а', 'когда', 'я', 'встаю', 'к', 'первой', 'паре', 'у', 'меня', 'любая', 'музыка', 'превращается', 'в', 'индастриал']","['все', 'что', 'я', 'сейчас', 'напишу', 'можно', 'поделить', 'надвое', 'потому', 'что', 'слушала', 'на', 'дурную', 'сонную', 'голову', 'а', 'когда', 'я', 'встаю', 'к', 'первой', 'паре', 'у', 'меня', 'любая', 'музыка', 'превращается', 'в', 'индастриал']",-182.66962674592187,-176.8759206259405
579,в salar de uyuni мы попали около пять утра втречать восход,в salar de uyuni мы попали около пяти утра встречать восход,"['в', 'salar', 'de', 'uyuni', 'мы', 'попали', 'около', 'пять', 'утра', 'втречать', 'восход']","['в', 'salar', 'de', 'uyuni', 'мы', 'попали', 'около', 'пяти', 'утра', 'встречать', 'восход']",-121.4039685765972,-116.46497816945944
580,кароче если бы ни одна прекрассная девушка которая разрешила мне поспамить у себя в жж вы бы этгоо не читали,короче если бы не одна прекрасная девушка которая разрешила мне поспамить у себя в жж вы бы этого не читали,"['кароче', 'если', 'бы', 'ни', 'одна', 'прекрассная', 'девушка', 'которая', 'разрешила', 'мне', 'поспамить', 'у', 'себя', 'в', 'жж', 'вы', 'бы', 'этгоо', 'не', 'читали']","['короче', 'если', 'бы', 'не', 'одна', 'прекрасная', 'девушка', 'которая', 'разрешила', 'мне', 'поспамить', 'у', 'себя', 'в', 'жж', 'вы', 'бы', 'этого', 'не', 'читали']",-148.46821506336073,-108.03783625579047
581,кстати ограничение по длине любых цифровых кабелей именно с затуханием сигнала изза паразитной емкости,кстати ограничение по длине любых цифровых кабелей именно с затуханием сигнала из-за паразитной емкости,"['кстати', 'ограничение', 'по', 'длине', 'любых', 'цифровых', 'кабелей', 'именно', 'с', 'затуханием', 'сигнала', 'изза', 'паразитной', 'емкости']","['кстати', 'ограничение', 'по', 'длине', 'любых', 'цифровых', 'кабелей', 'именно', 'с', 'затуханием', 'сигнала', 'из-за', 'паразитной', 'емкости']",-142.0265544433338,-138.39855371727708
582,какой программой вы пользуетесь чаще word или excel,какой программой вы пользуетесь чаще word или excel,"['какой', 'программой', 'вы', 'пользуетесь', 'чаще', 'word', 'или', 'excel']","['какой', 'программой', 'вы', 'пользуетесь', 'чаще', 'word', 'или', 'excel']",-44.02226380513923,-44.02226380513923
584,в следущий раз будет лучше,в следующий раз будет лучше,"['в', 'следущий', 'раз', 'будет', 'лучше']","['в', 'следующий', 'раз', 'будет', 'лучше']",-26.084706776192004,-22.485886091698653
585,а хирург-ортопед а развеваться-одеваться в рекреации,а хирург-ортопед а раздеваться-одеваться в рекреации,"['а', 'хирург-ортопед', 'а', 'развеваться-одеваться', 'в', 'рекреации']","['а', 'хирург-ортопед', 'а', 'раздеваться-одеваться', 'в', 'рекреации']",-79.24691635612015,-79.24691635612015
586,пароход вследствии смешения груза переломился пополям в районе между 3 и 4 трюмом,пароход вследствие смещения груза переломился пополам в районе между 3 и 4 трюмом,"['пароход', 'вследствии', 'смешения', 'груза', 'переломился', 'пополям', 'в', 'районе', 'между', '3', 'и', '4', 'трюмом']","['пароход', 'вследствие', 'смещения', 'груза', 'переломился', 'пополам', 'в', 'районе', 'между', '3', 'и', '4', 'трюмом']",-136.85079242098058,-122.36704953349737
589,не успела довышивать первый лист как хотела но отчетец все равно делаю,не успела довышивать первый лист как хотела но отчетец все равно делаю,"['не', 'успела', 'довышивать', 'первый', 'лист', 'как', 'хотела', 'но', 'отчетец', 'все', 'равно', 'делаю']","['не', 'успела', 'довышивать', 'первый', 'лист', 'как', 'хотела', 'но', 'отчетец', 'все', 'равно', 'делаю']",-120.91997201352191,-120.91997201352191
591,просто у меня еще в суботу дела некоторые,просто у меня еще в субботу дела некоторые,"['просто', 'у', 'меня', 'еще', 'в', 'суботу', 'дела', 'некоторые']","['просто', 'у', 'меня', 'еще', 'в', 'субботу', 'дела', 'некоторые']",-64.53035896617372,-57.936493952375386
593,но пока не могу сказать когда будет сделано официальное заявление,но пока не могу сказать когда будет сделано официальное заявление,"['но', 'пока', 'не', 'могу', 'сказать', 'когда', 'будет', 'сделано', 'официальное', 'заявление']","['но', 'пока', 'не', 'могу', 'сказать', 'когда', 'будет', 'сделано', 'официальное', 'заявление']",-52.871172277611535,-52.871172277611535
594,купите башмаки мужские munz-shoes practic цвет темный,купите башмаки мужские munz-shoes practic цвет темный,"['купите', 'башмаки', 'мужские', 'munz-shoes', 'practic', 'цвет', 'темный']","['купите', 'башмаки', 'мужские', 'munz-shoes', 'practic', 'цвет', 'темный']",-102.03733410949467,-102.03733410949467
595,особенно показательно что из года в год все хуже и хуже это значит что организьм постепенно садился,особенно показательно что из года в год все хуже и хуже это значит что организм постепенно садился,"['особенно', 'показательно', 'что', 'из', 'года', 'в', 'год', 'все', 'хуже', 'и', 'хуже', 'это', 'значит', 'что', 'организьм', 'постепенно', 'садился']","['особенно', 'показательно', 'что', 'из', 'года', 'в', 'год', 'все', 'хуже', 'и', 'хуже', 'это', 'значит', 'что', 'организм', 'постепенно', 'садился']",-99.2476575043761,-92.12609185442913
