,source,true,tokenized_source,tokenized_true,source_likelihood,true_likelihood
311,когда у автора все отлично с чувством юмора то даже размышлять о нанависти и причинах ее возникновения между людми можно смешно и талантливо,когда у автора все отлично с чувством юмора то даже размышлять о ненависти и причинах ее возникновения между людьми можно смешно и талантливо,"['когда', 'у', 'автора', 'все', 'отлично', 'с', 'чувством', 'юмора', 'то', 'даже', 'размышлять', 'о', 'нанависти', 'и', 'причинах', 'ее', 'возникновения', 'между', 'людми', 'можно', 'смешно', 'и', 'талантливо']","['когда', 'у', 'автора', 'все', 'отлично', 'с', 'чувством', 'юмора', 'то', 'даже', 'размышлять', 'о', 'ненависти', 'и', 'причинах', 'ее', 'возникновения', 'между', 'людьми', 'можно', 'смешно', 'и', 'талантливо']",-155.98867445637276,-138.59037071570646
312,у кого-то работа от слова рабство а у кого-то призвание и дело всей жизни,у кого-то работа от слова рабство а у кого-то призвание и дело всей жизни,"['у', 'кого-то', 'работа', 'от', 'слова', 'рабство', 'а', 'у', 'кого-то', 'призвание', 'и', 'дело', 'всей', 'жизни']","['у', 'кого-то', 'работа', 'от', 'слова', 'рабство', 'а', 'у', 'кого-то', 'призвание', 'и', 'дело', 'всей', 'жизни']",-96.39726394872463,-96.3954480370634
313,теперь что-бы быть обсолютно счастливым мне надо к понедельнику и вторнику зделать три огромных проекта,теперь чтобы быть абсолютно счастливым мне надо к понедельнику и вторнику сделать три огромных проекта,"['теперь', 'что-бы', 'быть', 'обсолютно', 'счастливым', 'мне', 'надо', 'к', 'понедельнику', 'и', 'вторнику', 'зделать', 'три', 'огромных', 'проекта']","['теперь', 'чтобы', 'быть', 'абсолютно', 'счастливым', 'мне', 'надо', 'к', 'понедельнику', 'и', 'вторнику', 'сделать', 'три', 'огромных', 'проекта']",-127.95988577233359,-90.17010296201653
314,настроене не понятное какоето солено-сладкое с одной стороны жалко расставаться с родителями и другими близкими людьми с другой радость от наконецто сбывающеся мечты,настроение непонятное какое-то солено-сладкое с одной стороны жалко расставаться с родителями и другими близкими людьми с другой радость от наконец-то сбывающейся мечты,"['настроене', 'не', 'понятное', 'какоето', 'солено-сладкое', 'с', 'одной', 'стороны', 'жалко', 'расставаться', 'с', 'родителями', 'и', 'другими', 'близкими', 'людьми', 'с', 'другой', 'радость', 'от', 'наконецто', 'сбывающеся', 'мечты']","['настроение', 'непонятное', 'какое-то', 'солено-сладкое', 'с', 'одной', 'стороны', 'жалко', 'расставаться', 'с', 'родителями', 'и', 'другими', 'близкими', 'людьми', 'с', 'другой', 'радость', 'от', 'наконец-то', 'сбывающейся', 'мечты']",-217.7705906443195,-152.9621772270991
315,решили седня перед отездом лобстеров навернуть так я от жадности аж 4 штуки купил здесь то они копейкт стоят а калифорнии подороже в результате сьели только 2-х остальных соседям оставим,решили сегодня перед отъездом лобстеров навернуть так я от жадности аж 4 штуки купил здесь-то они копейки стоят а в калифорнии подороже в результате съели только двух остальных соседям оставим,"['решили', 'седня', 'перед', 'отездом', 'лобстеров', 'навернуть', 'так', 'я', 'от', 'жадности', 'аж', '4', 'штуки', 'купил', 'здесь', 'то', 'они', 'копейкт', 'стоят', 'а', 'калифорнии', 'подороже', 'в', 'результате', 'сьели', 'только', '2-х', 'остальных', 'соседям', 'оставим']","['решили', 'сегодня', 'перед', 'отъездом', 'лобстеров', 'навернуть', 'так', 'я', 'от', 'жадности', 'аж', '4', 'штуки', 'купил', 'здесь-то', 'они', 'копейки', 'стоят', 'а', 'в', 'калифорнии', 'подороже', 'в', 'результате', 'съели', 'только', 'двух', 'остальных', 'соседям', 'оставим']",-307.2703338350184,-253.72388172538078
316,публика была супер точнее ее не было вообщем такой себе концерт для друзей но мне такое не по-душе я больше люблю подготовленных слушателей,публика была супер точнее ее не было в общем такой себе концерт для друзей но мне такое не по душе я больше люблю подготовленных слушателей,"['публика', 'была', 'супер', 'точнее', 'ее', 'не', 'было', 'вообщем', 'такой', 'себе', 'концерт', 'для', 'друзей', 'но', 'мне', 'такое', 'не', 'по-душе', 'я', 'больше', 'люблю', 'подготовленных', 'слушателей']","['публика', 'была', 'супер', 'точнее', 'ее', 'не', 'было', 'в', 'общем', 'такой', 'себе', 'концерт', 'для', 'друзей', 'но', 'мне', 'такое', 'не', 'по', 'душе', 'я', 'больше', 'люблю', 'подготовленных', 'слушателей']",-177.22682675209236,-159.7253762779686
317,обе картины так радуют глаз декорациями что хочется просто встать и начать апплодировать декораторам,обе картины так радуют глаз декорациями что хочется просто встать и начать аплодировать декораторам,"['обе', 'картины', 'так', 'радуют', 'глаз', 'декорациями', 'что', 'хочется', 'просто', 'встать', 'и', 'начать', 'апплодировать', 'декораторам']","['обе', 'картины', 'так', 'радуют', 'глаз', 'декорациями', 'что', 'хочется', 'просто', 'встать', 'и', 'начать', 'аплодировать', 'декораторам']",-136.06345872669922,-120.3376764787694
318,даже странно осозновать что сегодня твоей сестре 22 а через 4 месяца и тебе же 22,даже странно осознавать что сегодня твоей сестре 22 а через 4 месяца и тебе же 22,"['даже', 'странно', 'осозновать', 'что', 'сегодня', 'твоей', 'сестре', '22', 'а', 'через', '4', 'месяца', 'и', 'тебе', 'же', '22']","['даже', 'странно', 'осознавать', 'что', 'сегодня', 'твоей', 'сестре', '22', 'а', 'через', '4', 'месяца', 'и', 'тебе', 'же', '22']",-89.99291546674215,-85.7290545805657
319,в общем очень приятное произведение непохожее на последующие у ремарка,в общем очень приятное произведение непохожее на последующие у ремарка,"['в', 'общем', 'очень', 'приятное', 'произведение', 'непохожее', 'на', 'последующие', 'у', 'ремарка']","['в', 'общем', 'очень', 'приятное', 'произведение', 'непохожее', 'на', 'последующие', 'у', 'ремарка']",-108.30232283305199,-108.31306403013457
320,дозоры мне все же както ближе както больше мне верится в иных в слои сумрака чем в кучу параллельных миров в целом похожих но с изменненным ходом истории хотя задуматься тоже есть над чем,дозоры мне все же как-то ближе как-то больше мне верится в иных в слои сумрака чем в кучу параллельных миров в целом похожих но с измененным ходом истории хотя задуматься тоже есть над чем,"['дозоры', 'мне', 'все', 'же', 'както', 'ближе', 'както', 'больше', 'мне', 'верится', 'в', 'иных', 'в', 'слои', 'сумрака', 'чем', 'в', 'кучу', 'параллельных', 'миров', 'в', 'целом', 'похожих', 'но', 'с', 'изменненным', 'ходом', 'истории', 'хотя', 'задуматься', 'тоже', 'есть', 'над', 'чем']","['дозоры', 'мне', 'все', 'же', 'как-то', 'ближе', 'как-то', 'больше', 'мне', 'верится', 'в', 'иных', 'в', 'слои', 'сумрака', 'чем', 'в', 'кучу', 'параллельных', 'миров', 'в', 'целом', 'похожих', 'но', 'с', 'измененным', 'ходом', 'истории', 'хотя', 'задуматься', 'тоже', 'есть', 'над', 'чем']",-288.0789291751492,-270.85969323421523
321,у тебя продуктивная бессоница я просто не могу спать и все тут,у тебя продуктивная бессонница я просто не могу спать и все тут,"['у', 'тебя', 'продуктивная', 'бессоница', 'я', 'просто', 'не', 'могу', 'спать', 'и', 'все', 'тут']","['у', 'тебя', 'продуктивная', 'бессонница', 'я', 'просто', 'не', 'могу', 'спать', 'и', 'все', 'тут']",-60.51803867819961,-60.46783672248341
322,эмиссары турецкой исламской секты сулейманджи тесно связанной с иностранными спецслужбами прочно обосновались в московской резиденции таджуддина откуда практически,эмиссары турецкой исламской секты сулейманджи тесно связанной с иностранными спецслужбами прочно обосновались в московской резиденции таджуддина откуда практически,"['эмиссары', 'турецкой', 'исламской', 'секты', 'сулейманджи', 'тесно', 'связанной', 'с', 'иностранными', 'спецслужбами', 'прочно', 'обосновались', 'в', 'московской', 'резиденции', 'таджуддина', 'откуда', 'практически']","['эмиссары', 'турецкой', 'исламской', 'секты', 'сулейманджи', 'тесно', 'связанной', 'с', 'иностранными', 'спецслужбами', 'прочно', 'обосновались', 'в', 'московской', 'резиденции', 'таджуддина', 'откуда', 'практически']",-185.99312077249093,-185.96398689881028
323,еще были более замысловатые штуки типо длинных историй про опознание животных где крот рифмовался с в рот или не в рифму выдвалось дежурство на этаже в дурке,еще были более замысловатые штуки типа длинных историй про опознание животных где крот рифмовался с в рот или не в рифму выдавалось дежурство на этаже в дурке,"['еще', 'были', 'более', 'замысловатые', 'штуки', 'типо', 'длинных', 'историй', 'про', 'опознание', 'животных', 'где', 'крот', 'рифмовался', 'с', 'в', 'рот', 'или', 'не', 'в', 'рифму', 'выдвалось', 'дежурство', 'на', 'этаже', 'в', 'дурке']","['еще', 'были', 'более', 'замысловатые', 'штуки', 'типа', 'длинных', 'историй', 'про', 'опознание', 'животных', 'где', 'крот', 'рифмовался', 'с', 'в', 'рот', 'или', 'не', 'в', 'рифму', 'выдавалось', 'дежурство', 'на', 'этаже', 'в', 'дурке']",-236.33510358543,-241.27073847533498
324,но когда мы приехали в аэропорт и прошло регистрацию и два часа ждали когда оно полетит страх кудато исчез,но когда мы приехали в аэропорт и прошли регистрацию и два часа ждали когда оно полетит страх куда-то исчез,"['но', 'когда', 'мы', 'приехали', 'в', 'аэропорт', 'и', 'прошло', 'регистрацию', 'и', 'два', 'часа', 'ждали', 'когда', 'оно', 'полетит', 'страх', 'кудато', 'исчез']","['но', 'когда', 'мы', 'приехали', 'в', 'аэропорт', 'и', 'прошли', 'регистрацию', 'и', 'два', 'часа', 'ждали', 'когда', 'оно', 'полетит', 'страх', 'куда-то', 'исчез']",-133.43413524108627,-112.62872662168996
325,что в пику вам в шестом году рожденья,что в пику вам в шестом году рожденья,"['что', 'в', 'пику', 'вам', 'в', 'шестом', 'году', 'рожденья']","['что', 'в', 'пику', 'вам', 'в', 'шестом', 'году', 'рожденья']",-78.66098089931431,-78.6880445967386
326,отчим открыл дверь в подъезд там выломанная дверь вся в крови исцарапана,отчим открыл дверь в подъезд там выломанная дверь вся в крови исцарапана,"['отчим', 'открыл', 'дверь', 'в', 'подъезд', 'там', 'выломанная', 'дверь', 'вся', 'в', 'крови', 'исцарапана']","['отчим', 'открыл', 'дверь', 'в', 'подъезд', 'там', 'выломанная', 'дверь', 'вся', 'в', 'крови', 'исцарапана']",-94.61524768044269,-94.62041125643725
327,говоря о своем предназначении он использует выражение добрый пастырь,говоря о своем предназначении он использует выражение добрый пастырь,"['говоря', 'о', 'своем', 'предназначении', 'он', 'использует', 'выражение', 'добрый', 'пастырь']","['говоря', 'о', 'своем', 'предназначении', 'он', 'использует', 'выражение', 'добрый', 'пастырь']",-92.35506385257139,-92.3606207525683
328,со смартфоном или планшетом такая оптическая гарнитура соединяется через bluetooth,со смартфоном или планшетом такая оптическая гарнитура соединяется через bluetooth,"['со', 'смартфоном', 'или', 'планшетом', 'такая', 'оптическая', 'гарнитура', 'соединяется', 'через', 'bluetooth']","['со', 'смартфоном', 'или', 'планшетом', 'такая', 'оптическая', 'гарнитура', 'соединяется', 'через', 'bluetooth']",-86.03839071199046,-86.0667568842256
329,дефолты они и в африке дефолты тут ты прально сказала,дефолты они и в африке дефолты тут ты правильно сказала,"['дефолты', 'они', 'и', 'в', 'африке', 'дефолты', 'тут', 'ты', 'прально', 'сказала']","['дефолты', 'они', 'и', 'в', 'африке', 'дефолты', 'тут', 'ты', 'правильно', 'сказала']",-119.90141401777555,-104.91668458951959
330,ваще нечего не делаю тупо пялюсь на десктоп иногда конешно смотрю старые добрые фильмы,вообще ничего не делаю тупо пялюсь на десктоп иногда конечно смотрю старые добрые фильмы,"['ваще', 'нечего', 'не', 'делаю', 'тупо', 'пялюсь', 'на', 'десктоп', 'иногда', 'конешно', 'смотрю', 'старые', 'добрые', 'фильмы']","['вообще', 'ничего', 'не', 'делаю', 'тупо', 'пялюсь', 'на', 'десктоп', 'иногда', 'конечно', 'смотрю', 'старые', 'добрые', 'фильмы']",-112.19872880285122,-96.10160023851196
331,он и она легко ложаться впостель легко влюбляются легко теряют голову легко расстаются,он и она легко ложатся в постель легко влюбляются легко теряют голову легко расстаются,"['он', 'и', 'она', 'легко', 'ложаться', 'впостель', 'легко', 'влюбляются', 'легко', 'теряют', 'голову', 'легко', 'расстаются']","['он', 'и', 'она', 'легко', 'ложатся', 'в', 'постель', 'легко', 'влюбляются', 'легко', 'теряют', 'голову', 'легко', 'расстаются']",-165.13988404890938,-120.02224334353747
332,в детройте открывается ежегодный международный автосалон,в детройте открывается ежегодный международный автосалон,"['в', 'детройте', 'открывается', 'ежегодный', 'международный', 'автосалон']","['в', 'детройте', 'открывается', 'ежегодный', 'международный', 'автосалон']",-60.07603754262502,-60.06581270119671
333,а может быть и дружбой мужчины и женщины объединенных общей целью,а может быть и дружбой мужчины и женщины объединенных общей целью,"['а', 'может', 'быть', 'и', 'дружбой', 'мужчины', 'и', 'женщины', 'объединенных', 'общей', 'целью']","['а', 'может', 'быть', 'и', 'дружбой', 'мужчины', 'и', 'женщины', 'объединенных', 'общей', 'целью']",-78.75187466898817,-78.750455386159
334,ваши враги будут терпеливо ждать танцуя вокруг пока вы не отправите их всех по одному в нокаут,ваши враги будут терпеливо ждать танцуя вокруг пока вы не отправите их всех по одному в нокаут,"['ваши', 'враги', 'будут', 'терпеливо', 'ждать', 'танцуя', 'вокруг', 'пока', 'вы', 'не', 'отправите', 'их', 'всех', 'по', 'одному', 'в', 'нокаут']","['ваши', 'враги', 'будут', 'терпеливо', 'ждать', 'танцуя', 'вокруг', 'пока', 'вы', 'не', 'отправите', 'их', 'всех', 'по', 'одному', 'в', 'нокаут']",-120.40376862855597,-120.40195203479293
335,канадец не стал изобретать велосипед и сам вколотил снаряд в сетку броском с кисти 2:1 сумашедший гол защитника приморцев,канадец не стал изобретать велосипед и сам вколотил снаряд в сетку броском с кисти 2:1 сумасшедший гол защитника приморцев,"['канадец', 'не', 'стал', 'изобретать', 'велосипед', 'и', 'сам', 'вколотил', 'снаряд', 'в', 'сетку', 'броском', 'с', 'кисти', '2:1', 'сумашедший', 'гол', 'защитника', 'приморцев']","['канадец', 'не', 'стал', 'изобретать', 'велосипед', 'и', 'сам', 'вколотил', 'снаряд', 'в', 'сетку', 'броском', 'с', 'кисти', '2:1', 'сумасшедший', 'гол', 'защитника', 'приморцев']",-189.59370913954552,-184.61441116733667
336,идем мы по улице и в далеке видим маленькую собачонку что-то типа болонки,идем мы по улице и вдалеке видим маленькую собачонку что-то типа болонки,"['идем', 'мы', 'по', 'улице', 'и', 'в', 'далеке', 'видим', 'маленькую', 'собачонку', 'что-то', 'типа', 'болонки']","['идем', 'мы', 'по', 'улице', 'и', 'вдалеке', 'видим', 'маленькую', 'собачонку', 'что-то', 'типа', 'болонки']",-95.87279100413315,-98.25428638159552
337,люблю учиться но не хочу продолжать делать это в нашем городе,люблю учиться но не хочу продолжать делать это в нашем городе,"['люблю', 'учиться', 'но', 'не', 'хочу', 'продолжать', 'делать', 'это', 'в', 'нашем', 'городе']","['люблю', 'учиться', 'но', 'не', 'хочу', 'продолжать', 'делать', 'это', 'в', 'нашем', 'городе']",-52.272834605622066,-52.25399839578543
338,часто бывает сутулым и имеет скептичное выражение лица,часто бывает сутулым и имеет скептичное выражение лица,"['часто', 'бывает', 'сутулым', 'и', 'имеет', 'скептичное', 'выражение', 'лица']","['часто', 'бывает', 'сутулым', 'и', 'имеет', 'скептичное', 'выражение', 'лица']",-76.64117652007197,-76.68381043694112
339,их воспринимать как детей которые хотят поиграть в большую песочницу и насалить взрослым,их воспринимать как детей которые хотят поиграть в большую песочницу и насолить взрослым,"['их', 'воспринимать', 'как', 'детей', 'которые', 'хотят', 'поиграть', 'в', 'большую', 'песочницу', 'и', 'насалить', 'взрослым']","['их', 'воспринимать', 'как', 'детей', 'которые', 'хотят', 'поиграть', 'в', 'большую', 'песочницу', 'и', 'насолить', 'взрослым']",-109.75164137654937,-102.73919553643546
340,но это товары не для людей а для промышленности,но это товары не для людей а для промышленности,"['но', 'это', 'товары', 'не', 'для', 'людей', 'а', 'для', 'промышленности']","['но', 'это', 'товары', 'не', 'для', 'людей', 'а', 'для', 'промышленности']",-55.47911496759849,-55.49385050002687
341,некоторые люди начинают просто изжевать себя,некоторые люди начинают просто изживать себя,"['некоторые', 'люди', 'начинают', 'просто', 'изжевать', 'себя']","['некоторые', 'люди', 'начинают', 'просто', 'изживать', 'себя']",-53.630413090633326,-51.47225609653786
342,я там тоже переодически свою любовь нахожу,я там тоже периодически свою любовь нахожу,"['я', 'там', 'тоже', 'переодически', 'свою', 'любовь', 'нахожу']","['я', 'там', 'тоже', 'периодически', 'свою', 'любовь', 'нахожу']",-56.17784938346485,-54.337540224632455
343,один из помощников маккейна рассказал cnn что управляющий кампанией рик дэвис rick davis уволил шенемана после того как к нему поступила информация о том что шенеман лично общается с журналистами и передает им ложные сведения о сотрудниках штаба республиканского кандидата в президенты,один из помощников маккейна рассказал cnn что управляющий кампанией рик дэвис rick davis уволил шенемана после того как к нему поступила информация о том что шенеман лично общается с журналистами и передает им ложные сведения о сотрудниках штаба республиканского кандидата в президенты,"['один', 'из', 'помощников', 'маккейна', 'рассказал', 'cnn', 'что', 'управляющий', 'кампанией', 'рик', 'дэвис', 'rick', 'davis', 'уволил', 'шенемана', 'после', 'того', 'как', 'к', 'нему', 'поступила', 'информация', 'о', 'том', 'что', 'шенеман', 'лично', 'общается', 'с', 'журналистами', 'и', 'передает', 'им', 'ложные', 'сведения', 'о', 'сотрудниках', 'штаба', 'республиканского', 'кандидата', 'в', 'президенты']","['один', 'из', 'помощников', 'маккейна', 'рассказал', 'cnn', 'что', 'управляющий', 'кампанией', 'рик', 'дэвис', 'rick', 'davis', 'уволил', 'шенемана', 'после', 'того', 'как', 'к', 'нему', 'поступила', 'информация', 'о', 'том', 'что', 'шенеман', 'лично', 'общается', 'с', 'журналистами', 'и', 'передает', 'им', 'ложные', 'сведения', 'о', 'сотрудниках', 'штаба', 'республиканского', 'кандидата', 'в', 'президенты']",-293.6562924051424,-293.66674903122447
344,я думал этот снимок вообще нигде не печатался а просто по интернетам раскидан чисто для привлечения внимания к автору,я думал этот снимок вообще нигде не печатался а просто по интернетам раскидан чисто для привлечения внимания к автору,"['я', 'думал', 'этот', 'снимок', 'вообще', 'нигде', 'не', 'печатался', 'а', 'просто', 'по', 'интернетам', 'раскидан', 'чисто', 'для', 'привлечения', 'внимания', 'к', 'автору']","['я', 'думал', 'этот', 'снимок', 'вообще', 'нигде', 'не', 'печатался', 'а', 'просто', 'по', 'интернетам', 'раскидан', 'чисто', 'для', 'привлечения', 'внимания', 'к', 'автору']",-129.21915175809445,-129.20666318442042
345,все хватит перед всеми приклонятся и закрывать на все глаза,все хватит перед всеми преклоняться и закрывать на все глаза,"['все', 'хватит', 'перед', 'всеми', 'приклонятся', 'и', 'закрывать', 'на', 'все', 'глаза']","['все', 'хватит', 'перед', 'всеми', 'преклоняться', 'и', 'закрывать', 'на', 'все', 'глаза']",-77.73384351659703,-73.93460457728604
346,а теща запишим на ее место маргеналов и прочую аппозицию бедт тебя ненавидить хоть бы ты озолотил 10 раз всю,а теща запишем на ее место маргиналов и прочую оппозицию будет тебя ненавидеть хоть бы ты озолотил 10 раз всю,"['а', 'теща', 'запишим', 'на', 'ее', 'место', 'маргеналов', 'и', 'прочую', 'аппозицию', 'бедт', 'тебя', 'ненавидить', 'хоть', 'бы', 'ты', 'озолотил', '10', 'раз', 'всю']","['а', 'теща', 'запишем', 'на', 'ее', 'место', 'маргиналов', 'и', 'прочую', 'оппозицию', 'будет', 'тебя', 'ненавидеть', 'хоть', 'бы', 'ты', 'озолотил', '10', 'раз', 'всю']",-213.01482997186218,-186.920833188766
347,если что-то в питере и не дает взлететь так это нежность ко всему вокруг и тот кто в эту секунду берет тебя за руку прижимает к себе и целует в лоб,если что-то в питере и не дает взлететь так это нежность ко всему вокруг и тот кто в эту секунду берет тебя за руку прижимает к себе и целует в лоб,"['если', 'что-то', 'в', 'питере', 'и', 'не', 'дает', 'взлететь', 'так', 'это', 'нежность', 'ко', 'всему', 'вокруг', 'и', 'тот', 'кто', 'в', 'эту', 'секунду', 'берет', 'тебя', 'за', 'руку', 'прижимает', 'к', 'себе', 'и', 'целует', 'в', 'лоб']","['если', 'что-то', 'в', 'питере', 'и', 'не', 'дает', 'взлететь', 'так', 'это', 'нежность', 'ко', 'всему', 'вокруг', 'и', 'тот', 'кто', 'в', 'эту', 'секунду', 'берет', 'тебя', 'за', 'руку', 'прижимает', 'к', 'себе', 'и', 'целует', 'в', 'лоб']",-140.79971256359008,-140.78682163763443
348,вот откапала мама мои каляки-маляки,вот откопала мама мои каляки-маляки,"['вот', 'откапала', 'мама', 'мои', 'каляки-маляки']","['вот', 'откопала', 'мама', 'мои', 'каляки-маляки']",-73.52631220067562,-62.9438611850474
349,аккумулируется в глубинные токи,аккумулируется в глубинные токи,"['аккумулируется', 'в', 'глубинные', 'токи']","['аккумулируется', 'в', 'глубинные', 'токи']",-66.00866035137956,-66.00911146121658
350,вот я и снова с вами к сожелению не на долга,вот я и снова с вами к сожалению ненадолго,"['вот', 'я', 'и', 'снова', 'с', 'вами', 'к', 'сожелению', 'не', 'на', 'долга']","['вот', 'я', 'и', 'снова', 'с', 'вами', 'к', 'сожалению', 'ненадолго']",-70.97878048756978,-51.39635306429088
351,вроде бы и про вампиров и про мальчиков но уж как-то черезчур по девичьи,вроде бы и про вампиров и про мальчиков но уж как-то череcчур по-девичьи,"['вроде', 'бы', 'и', 'про', 'вампиров', 'и', 'про', 'мальчиков', 'но', 'уж', 'как-то', 'черезчур', 'по', 'девичьи']","['вроде', 'бы', 'и', 'про', 'вампиров', 'и', 'про', 'мальчиков', 'но', 'уж', 'как-то', 'череcчур', 'по-девичьи']",-98.39959710382595,-102.3299174731112
352,а шоколад кстате ваще очень вкусен да,а шоколад кстати вообще очень вкусен да,"['а', 'шоколад', 'кстате', 'ваще', 'очень', 'вкусен', 'да']","['а', 'шоколад', 'кстати', 'вообще', 'очень', 'вкусен', 'да']",-70.00087648994888,-57.28801774782138
353,уильям почувствовал как в его бедра впились пальцы удерживая его на месте,уильям почувствовал как в его бедра впились пальцы удерживая его на месте,"['уильям', 'почувствовал', 'как', 'в', 'его', 'бедра', 'впились', 'пальцы', 'удерживая', 'его', 'на', 'месте']","['уильям', 'почувствовал', 'как', 'в', 'его', 'бедра', 'впились', 'пальцы', 'удерживая', 'его', 'на', 'месте']",-97.66733960193594,-97.61576502559436
354,также у них нет никаких иллюзий о том что на митинге может быть разработана политическая программа или выдвинуто новое правительство этого они не требуют и не ждут причина их присутствия намного менее амбициозна но одновременно и более фундаментальна,также у них нет никаких иллюзий о том что на митинге может быть разработана политическая программа или выдвинуто новое правительство этого они не требуют и не ждут причина их присутствия намного менее амбициозна но одновременно и более фундаментальна,"['также', 'у', 'них', 'нет', 'никаких', 'иллюзий', 'о', 'том', 'что', 'на', 'митинге', 'может', 'быть', 'разработана', 'политическая', 'программа', 'или', 'выдвинуто', 'новое', 'правительство', 'этого', 'они', 'не', 'требуют', 'и', 'не', 'ждут', 'причина', 'их', 'присутствия', 'намного', 'менее', 'амбициозна', 'но', 'одновременно', 'и', 'более', 'фундаментальна']","['также', 'у', 'них', 'нет', 'никаких', 'иллюзий', 'о', 'том', 'что', 'на', 'митинге', 'может', 'быть', 'разработана', 'политическая', 'программа', 'или', 'выдвинуто', 'новое', 'правительство', 'этого', 'они', 'не', 'требуют', 'и', 'не', 'ждут', 'причина', 'их', 'присутствия', 'намного', 'менее', 'амбициозна', 'но', 'одновременно', 'и', 'более', 'фундаментальна']",-227.70007057728142,-227.6757261945885
355,это когда выходишь за дверь подъезда и не понимаешь это реальность или реалистичный сон я даже и сейчас не уверена это я сплю или в реальности сижу здесь да ну гон нельзя во сне писать пост к тому же я спросила сашу он сказал это реал это мне не сница,это когда выходишь за дверь подъезда и не понимаешь это реальность или реалистичный сон я даже и сейчас не уверена это я сплю или в реальности сижу здесь да ну гон нельзя во сне писать пост к тому же я спросила сашу он сказал это реал это мне не снится,"['это', 'когда', 'выходишь', 'за', 'дверь', 'подъезда', 'и', 'не', 'понимаешь', 'это', 'реальность', 'или', 'реалистичный', 'сон', 'я', 'даже', 'и', 'сейчас', 'не', 'уверена', 'это', 'я', 'сплю', 'или', 'в', 'реальности', 'сижу', 'здесь', 'да', 'ну', 'гон', 'нельзя', 'во', 'сне', 'писать', 'пост', 'к', 'тому', 'же', 'я', 'спросила', 'сашу', 'он', 'сказал', 'это', 'реал', 'это', 'мне', 'не', 'сница']","['это', 'когда', 'выходишь', 'за', 'дверь', 'подъезда', 'и', 'не', 'понимаешь', 'это', 'реальность', 'или', 'реалистичный', 'сон', 'я', 'даже', 'и', 'сейчас', 'не', 'уверена', 'это', 'я', 'сплю', 'или', 'в', 'реальности', 'сижу', 'здесь', 'да', 'ну', 'гон', 'нельзя', 'во', 'сне', 'писать', 'пост', 'к', 'тому', 'же', 'я', 'спросила', 'сашу', 'он', 'сказал', 'это', 'реал', 'это', 'мне', 'не', 'снится']",-318.1913140436359,-308.7924164845419
356,хармсу подрожать нельзя ему можно следовать что и я иногда делаю,хармсу подражать нельзя ему можно следовать что и я иногда делаю,"['хармсу', 'подрожать', 'нельзя', 'ему', 'можно', 'следовать', 'что', 'и', 'я', 'иногда', 'делаю']","['хармсу', 'подражать', 'нельзя', 'ему', 'можно', 'следовать', 'что', 'и', 'я', 'иногда', 'делаю']",-125.3493996774081,-115.895094924719
357,там мы встретили хорошего чиновника который в обеденный перерыв на пальцах и доходчиво объяснил что на том участке ничего строить низзя,там мы встретили хорошего чиновника который в обеденный перерыв на пальцах и доходчиво объяснил что на том участке ничего строить нельзя,"['там', 'мы', 'встретили', 'хорошего', 'чиновника', 'который', 'в', 'обеденный', 'перерыв', 'на', 'пальцах', 'и', 'доходчиво', 'объяснил', 'что', 'на', 'том', 'участке', 'ничего', 'строить', 'низзя']","['там', 'мы', 'встретили', 'хорошего', 'чиновника', 'который', 'в', 'обеденный', 'перерыв', 'на', 'пальцах', 'и', 'доходчиво', 'объяснил', 'что', 'на', 'том', 'участке', 'ничего', 'строить', 'нельзя']",-146.40214824642726,-136.65443872463874
358,думаю народ сдесь гостеприимный и приветливый если так то давайте с вами знакомится,думаю народ здесь гостеприимный и приветливый если так то давайте с вами знакомиться,"['думаю', 'народ', 'сдесь', 'гостеприимный', 'и', 'приветливый', 'если', 'так', 'то', 'давайте', 'с', 'вами', 'знакомится']","['думаю', 'народ', 'здесь', 'гостеприимный', 'и', 'приветливый', 'если', 'так', 'то', 'давайте', 'с', 'вами', 'знакомиться']",-98.41088203628271,-91.81927579053101
359,диктант лучше но все ранво куча тупых ошибок,диктант лучше но все равно куча тупых ошибок,"['диктант', 'лучше', 'но', 'все', 'ранво', 'куча', 'тупых', 'ошибок']","['диктант', 'лучше', 'но', 'все', 'равно', 'куча', 'тупых', 'ошибок']",-84.0006989392771,-58.099231140806566
360,быть человеком максимально возможно свободным от государственного принуждения как такового любой фармации,быть человеком максимально возможно свободным от государственного принуждения как такового любой формации,"['быть', 'человеком', 'максимально', 'возможно', 'свободным', 'от', 'государственного', 'принуждения', 'как', 'такового', 'любой', 'фармации']","['быть', 'человеком', 'максимально', 'возможно', 'свободным', 'от', 'государственного', 'принуждения', 'как', 'такового', 'любой', 'формации']",-115.43980708537987,-108.08593486665411
361,и огда проклинают вас мне не нравится что вы хотите благословить проклинающих,и когда проклинают вас мне не нравится что вы хотите благословить проклинающих,"['и', 'огда', 'проклинают', 'вас', 'мне', 'не', 'нравится', 'что', 'вы', 'хотите', 'благословить', 'проклинающих']","['и', 'когда', 'проклинают', 'вас', 'мне', 'не', 'нравится', 'что', 'вы', 'хотите', 'благословить', 'проклинающих']",-104.51868515841137,-91.74320497266648
